ID,Site,Mail_Consent,Email_Consent,Tier,City,Country,Age,Age_Group,Gender,Twelve_Month_ADT,Six_Month_ADT,Three_Month_ADT,One_Month_ADT,Twelve_Month_Theo_NW,Six_Month_Theo_NW,Three_Month_Theo_NW,One_Month_Theo_NW,Twelve_Month_Actual_NW,Six_Month_Actual_NW,Three_Month_Actual_NW,One_Month_Actual_NW,Twelve_Month_Trips,Six_Month_Trips,Three_Month_Trips,One_Month_Trips,Number_of_Comps_Taken_12_Months,Value_of_Comps_Taken_12_Months,Twelve_Month_Net_Comp ,Number_of_Comps_Taken_3_Months,Value_of_Comps_Taken_3_Months,Three_Month_Net_Comp ,Number_of_Comps_Taken_1_Month,Value_of_Comps_Taken_1_Month,One_Month_Net_Comp ,Lapse
732130,WB,Y,Y,GOLD   ,ETOBICOKE,Canada,54,51-58,FEMALE,202.4371149,207.3985914,217.1416857,323.669373,4453.616528,4147.971828,4125.692028,1942.016238,3363.3,2702.3,2682.3,1367.87,22,20,19,6,6,200,156.2893222,5,170,160.0553622,4,130,25.36129904,No Lapse
732134,WB,Y,Y,GOLD   ,MISSISSAUGA,Canada,67,67-74,MALE  ,239.307146,232.9383889,257.2506187,241.1135815,32306.46471,16538.62561,9775.523509,2893.362978,20155.53,12682.53,10176.53,2332.91,135,71,38,12,52,2104,480.5171767,22,722,60.04188072,10,292,-60.53096176,No Lapse
732149,WB,Y,N,REWARDS,ETOBICOKE,Canada,65,59-66,FEMALE,282.708988,259.6585785,233.348629,258.1192967,13287.32244,8049.415935,3500.229435,774.35789,12877.7,8593.7,3878.7,199.5,47,31,15,3,53,915,147.9857948,16,285,-4.9816452,3,45,16.9486312,No Lapse
732158,WB,N,Y,GOLD   ,TORONTO,Canada,49,43-50,MALE  ,1228.363181,1228.363181,1228.363181,1228.363181,9826.90545,9826.90545,9826.90545,9826.90545,12084.5,12084.5,12084.5,12084.5,8,8,8,8,0,0,786.152436,0,0,786.152436,0,0,786.152436,No Lapse
732159,WB,N,N,GOLD   ,CAMBRIDGE,Canada,52,51-58,MALE  ,2017.243125,770.4059075,494.750115,425.46863,34293.13313,3081.62363,989.50023,425.46863,60849.46,8536.46,1054.46,1116.46,17,4,2,1,4,115,2628.45065,1,25,54.1600184,1,25,9.0374904,No Lapse
732170,WB,Y,Y,GOLD   ,TORONTO,Canada,62,59-66,MALE  ,886.0892171,946.5239734,956.5820377,938.4381925,31899.21182,20823.52742,10522.40242,7507.50554,29729.18,17034.18,8615.18,5814.2,36,22,11,8,3,204,2347.936945,1,86,755.7921932,1,86,514.6004432,No Lapse
732177,WB,Y,Y,GOLD   ,MISSISSAUGA,Canada,38,35-42,FEMALE,361.6782072,338.790657,364.51539,279.628,16998.87574,6775.81314,2187.09234,279.628,19984.28,9864.28,3670.28,-890,47,20,6,1,32,1228,131.9100592,0,0,174.9673872,0,0,22.37024,No Lapse
732187,WB,N,Y,GOLD   ,BRAMPTON,Canada,55,51-58,MALE  ,347.5115071,311.9074,69.229,0,4865.1611,1247.6296,69.229,0,7890,1648,242,0,14,4,1,0,24,532,-142.787112,1,22,-16.46168,0,0,0,1 Month Lapsed
732202,WB,N,N,GOLD   ,SCARBOROUGH,Canada,57,51-58,FEMALE,354.8464673,421.5593765,269.263902,269.263902,3193.618206,1686.237506,807.791706,807.791706,4728.57,2567.57,1413.57,1413.57,9,4,3,3,1,30,225.4894565,1,30,34.62333648,1,30,34.62333648,No Lapse
732204,WB,Y,Y,GOLD   ,NORTH YORK,Canada,58,51-58,MALE  ,278.6938955,272.5958844,292.2465659,0,10869.06193,6542.301225,3214.712225,0,10208.36,4980.36,342.36,0,39,24,11,0,20,429,440.524954,12,280,-22.823022,1,15,-15,1 Month Lapsed
732212,WB,Y,Y,GOLD   ,RICHMOND HILL,Canada,56,51-58,FEMALE,434.9924,579.3453,908.7393,0,1304.9772,1158.6906,908.7393,0,1607,2721,1432,0,3,2,1,0,0,0,104.398176,0,0,72.699144,0,0,0,1 Month Lapsed
732213,WB,Y,N,SILVER ,AJAX,Canada,57,51-58,FEMALE,249.4596,0,0,0,249.4596,0,0,0,269,0,0,0,1,0,0,0,0,0,19.956768,0,0,0,0,0,0,6 Month Lasped
732218,WB,N,N,REWARDS,DOWNSVIEW,Canada,65,59-66,FEMALE,370.3148231,395.8420988,382.7646697,178.1460425,23329.83386,14646.15766,6889.764055,1068.876255,18167.13,3580.13,-2348.87,2282.33,63,37,18,6,22,1137,729.3867084,8,452,99.1811244,5,320,-234.4898996,No Lapse
732219,WB,Y,N,GOLD   ,SCARBOROUGH,Canada,84,75+,MALE  ,2081.189133,2443.886171,258.266,0,18730.7022,17107.2032,258.266,0,9974,5356,2210,0,9,7,1,0,4,176,1322.456176,1,44,-23.33872,0,0,0,1 Month Lapsed
732220,WB,N,Y,GOLD   ,THUNDER BAY,Canada,30,27-34,MALE  ,254.9008747,354.820582,315.6576539,490.6575955,9686.233239,7096.411639,3156.576539,981.315191,4355.68,1984.68,-842.32,68.78,38,20,10,2,8,80,694.8986591,3,30,222.5261231,2,20,58.50521528,No Lapse
732230,WB,Y,N,REWARDS,NORTH YORK,Canada,74,67-74,MALE  ,353.7488655,316.4647622,328.7601008,0,17333.69441,4114.041909,3616.361109,0,22795.32,3625.32,3119.32,0,49,13,11,0,19,828,558.6955527,2,95,194.3088887,0,0,0,1 Month Lapsed
732237,WB,Y,Y,GOLD   ,STAYNER,Canada,56,51-58,FEMALE,568.3561618,544.3053378,450.4043422,0,25576.02728,9797.49608,4053.63908,0,25695.55,15578.55,7020.55,0,45,18,9,0,24,354,1692.082182,3,45,279.2911264,0,0,0,1 Month Lapsed
732245,WB,Y,Y,GOLD   ,SCARBOROUGH,Canada,70,67-74,FEMALE,256.4489699,349.9945914,349.9945914,0,19233.67274,2449.96214,2449.96214,0,19041.74,2523.74,2523.74,0,75,7,7,0,77,1182,356.6938192,5,75,120.9969712,0,0,0,1 Month Lapsed
732252,WB,Y,N,GOLD   ,RICHMOND HILL,Canada,73,67-74,MALE  ,387.4097083,366.8831656,404.6333607,0,5811.145625,2935.065325,2832.433525,0,7040.91,6423.91,5720.91,0,15,8,7,0,0,0,464.89165,0,0,226.594682,0,0,0,1 Month Lapsed
732254,WB,Y,Y,SILVER ,ETOBICOKE,Canada,41,35-42,FEMALE,277.9538165,351.3112725,380.2309633,438.36942,4725.21488,2810.49018,2281.38578,438.36942,5512.24,2988.24,2481.24,503.12,17,8,6,1,0,0,378.0171904,0,0,182.5108624,0,0,35.0695536,No Lapse
732256,WB,Y,N,GOLD   ,TORONTO,Canada,60,59-66,FEMALE,1020.338489,1152.467425,1249.350215,0,11223.72338,8067.271975,6246.751075,0,10919.59,6456.59,7967.59,0,11,7,5,0,0,0,897.89787,0,0,499.740086,0,0,0,1 Month Lapsed
732265,WB,Y,N,GOLD   ,AURORA,Canada,75,75+,MALE  ,276.86119,276.86119,276.86119,0,553.72238,553.72238,553.72238,0,-209.2,-209.2,-209.2,0,2,2,2,0,0,0,44.2977904,0,0,44.2977904,0,0,0,1 Month Lapsed
732273,WB,Y,N,GOLD   ,TORONTO,Canada,62,59-66,FEMALE,263.2150556,324.6447,218.3549,218.3549,4737.871,2921.8023,218.3549,218.3549,6946.25,3383.25,672.25,672.25,18,9,1,1,1,80,299.02968,0,0,17.468392,0,0,17.468392,No Lapse
732279,WB,N,Y,GOLD   ,TORONTO,Canada,36,35-42,MALE  ,332.54735,0,0,0,665.0947,0,0,0,1559,0,0,0,2,0,0,0,0,0,53.207576,0,0,0,0,0,0,6 Month Lasped
732285,WB,N,N,GOLD   ,TORONTO,Canada,75,75+,MALE  ,632.82229,434.09125,6.06,0,6328.2229,868.1825,6.06,0,7677,2102,50,0,10,2,1,0,3,75,431.257832,0,0,0.4848,0,0,0,1 Month Lapsed
732286,WB,N,N,SILVER ,BRAMPTON,Canada,50,43-50,MALE  ,318.3220289,274.0770494,225.6239589,244.7685636,34378.77912,12881.62132,4286.85522,2692.4542,49852.58,20249.58,14644.58,6017.55,108,47,19,11,29,1980,770.3023296,3,320,22.9484176,1,86,129.396336,No Lapse
732317,WB,Y,Y,GOLD   ,NORTH YORK,Canada,60,59-66,FEMALE,247.4105583,242.8075333,190.2509,190.2509,2968.9267,1456.8452,380.5018,380.5018,4007.28,1008.28,-351.72,-351.72,12,6,2,2,5,170,67.514136,1,30,0.440144,1,30,0.440144,No Lapse
732324,WB,N,Y,GOLD   ,MARKHAM,Canada,56,51-58,FEMALE,605.2805,605.2805,605.2805,0,605.2805,605.2805,605.2805,0,-167,-167,-167,0,1,1,1,0,0,0,48.42244,0,0,48.42244,0,0,0,1 Month Lapsed
732328,WB,N,N,REWARDS,SCARBOROUGH,Canada,52,51-58,MALE  ,277.5914298,243.3555962,233.709854,245.0308971,32200.60585,16061.46935,5842.746351,1715.21628,28832.75,15306.75,5105.75,1858.16,116,66,25,7,56,1364,1212.048468,15,498,-30.58029192,4,70,67.2173024,No Lapse
732334,WB,Y,Y,SILVER ,SCARBOROUGH,Canada,73,67-74,FEMALE,724.8185368,811.2860111,929.7658,957.3636,13771.5522,7301.5741,2789.2974,957.3636,11187,2770,-257,2321,19,9,3,1,9,270,831.724176,0,0,223.143792,0,0,76.589088,No Lapse
732336,WB,Y,N,GOLD   ,NORTH YORK,Canada,47,43-50,FEMALE,315.0054265,319.4161223,240.5575641,208.3012605,13230.22791,7346.570813,1924.460513,416.602521,12134.94,7586.94,3474.94,1373.04,42,23,8,2,7,169,889.418233,1,26,127.956841,0,0,33.32820168,No Lapse
732340,WB,Y,N,GOLD   ,BRAMPTON,Canada,41,35-42,MALE  ,243.4510106,241.570176,304.7016528,531.595598,6086.275264,3381.982464,1523.508264,531.595598,9464.51,5020.51,2703.51,1031.96,25,14,5,1,15,448,38.90202112,3,95,26.88066112,1,35,7.52764784,No Lapse
732345,WB,Y,Y,GOLD   ,HAMILTON,Canada,73,67-74,MALE  ,248.7314679,201.58547,197.7133,99.69225,6964.4811,2015.8547,593.1399,99.69225,6850.79,4480.79,2659.79,472.94,28,10,3,1,21,584,-26.841512,2,30,17.451192,1,10,-2.02462,No Lapse
732354,WB,Y,N,GOLD   ,WOODBRIDGE,Canada,68,67-74,FEMALE,162.4052652,162.9219876,186.0525171,241.591722,8445.07379,4073.04969,3162.89279,1932.733776,8324.42,2459.42,1435.42,163.56,52,25,17,8,4,176,499.6059032,0,0,253.0314232,0,0,154.6187021,No Lapse
732361,WB,Y,N,SILVER ,KITCHENER,Canada,87,75+,FEMALE,695.0794,0,0,0,695.0794,0,0,0,-435,0,0,0,1,0,0,0,1,58,-2.393648,0,0,0,0,0,0,6 Month Lasped
732379,WB,Y,N,SILVER ,SCARBOROUGH,Canada,58,51-58,MALE  ,295.2806936,194.2798646,273.9092615,282.790473,3543.368323,971.399323,547.818523,282.790473,3846.64,187.64,-171.36,210.28,12,5,2,1,1,29,254.4694658,0,0,43.82548184,0,0,22.62323784,No Lapse
732387,WB,Y,N,SILVER ,YORK,Canada,46,43-50,MALE  ,70.43560418,69.21917306,79.54758192,86.12700833,3873.95823,2491.89023,2068.23713,1033.5241,-777.63,-1128.63,-1027.63,48.86,55,36,26,12,4,127,182.9166584,2,56,109.4589704,1,34,48.681928,No Lapse
732392,WB,Y,N,SILVER ,SCHOMBERG,Canada,71,67-74,MALE  ,744.1390338,761.4034382,833.9158722,1021.9049,50601.4543,25887.7169,15010.4857,1021.9049,29455,6947,547,1423,68,34,18,1,6,442,3606.116344,2,175,1025.838856,0,0,81.752392,No Lapse
732393,WB,Y,Y,GOLD   ,MISSISSAUGA,Canada,72,67-74,FEMALE,270.2453896,168.1697961,196.8806537,68.700741,6215.643961,1681.697961,590.641961,68.700741,8453.96,2773.96,621.96,193.59,23,10,3,1,6,269,228.2515169,2,95,-47.74864312,1,35,-29.50394072,No Lapse
732396,WB,Y,N,GOLD   ,TORONTO,Canada,87,75+,FEMALE,144.1881968,138.162916,128.5106442,130.0750199,3604.704919,2763.258319,1799.149019,1430.825219,2704.67,1506.67,1294.67,895.67,25,20,14,11,10,233,55.37639352,8,180,-36.06807848,6,125,-10.53398248,No Lapse
732403,WB,Y,Y,GOLD   ,THORNHILL,Canada,72,67-74,MALE  ,406.8466056,180.98505,0,0,7323.2389,1085.9103,0,0,-3405,1481,0,0,18,6,0,0,9,274,311.859112,0,0,0,0,0,0,3 Month Lapsed
732408,WB,Y,Y,SILVER ,MARKHAM,Canada,50,43-50,FEMALE,309.9700987,231.7280425,352.127685,507.28231,7129.31227,926.91217,704.25537,507.28231,5176.26,-839.74,-1265.74,-433.38,23,4,2,1,11,1002,-431.6550184,0,0,56.3404296,0,0,40.5825848,No Lapse
732409,WB,Y,N,GOLD   ,TORONTO,Canada,67,67-74,MALE  ,130.1372757,165.6008227,180.1085268,227.2195657,3773.980995,2152.810695,1981.193795,1590.53696,1609.86,1032.86,290.86,171.6,29,13,11,7,7,145,156.9184796,4,85,73.4955036,2,45,82.2429568,No Lapse
732414,WB,Y,Y,GOLD   ,WOODBRIDGE,Canada,69,67-74,MALE  ,282.08121,236.5260753,250.5054794,297.9586263,29900.60827,11826.30377,6513.142465,2383.66901,36076.12,20528.12,10219.12,2892.06,106,50,26,8,17,586,1806.048661,7,238,283.0513972,3,108,82.6935208,No Lapse
732442,WB,Y,N,GOLD   ,ETOBICOKE,Canada,49,43-50,MALE  ,82.85622261,115.1344002,132.1785179,178.1029994,5882.791805,3799.435205,2247.034805,1424.823995,6932.91,3298.91,1049.91,-76.44,71,33,17,8,27,371,99.6233444,6,95,84.7627844,5,85,28.9859196,No Lapse
732447,WB,Y,Y,GOLD   ,THORNHILL,Canada,52,51-58,MALE  ,350.343,350.343,169.238,0,4204.116,4204.116,169.238,0,6780,6780,822,0,12,12,1,0,0,0,336.32928,0,0,13.53904,0,0,0,1 Month Lapsed
732454,WB,Y,Y,GOLD   ,VAUGHAN,Canada,55,51-58,FEMALE,285.6881925,221.8325469,209.2965904,155.73924,11998.90409,4658.483485,2511.559085,778.6962,9137.4,5608.4,3894.4,2425.5,42,21,12,5,30,598,361.9123268,10,175,25.9247268,6,110,-47.704304,No Lapse
732459,WB,N,N,GOLD   ,RAINBOW LAKE,Canada,54,51-58,MALE  ,1142.04213,902.4784,1094.90745,1827.70905,11420.4213,5414.8704,4379.6298,3655.4181,1772,-3863,3295,10914,10,6,4,2,4,155,758.633704,1,16,334.370384,0,0,292.433448,No Lapse
732463,WB,Y,Y,GOLD   ,WOODBRIDGE,Canada,61,59-66,FEMALE,316.0521,316.0521,316.0521,0,316.0521,316.0521,316.0521,0,-352,-352,-352,0,1,1,1,0,0,0,25.284168,0,0,25.284168,0,0,0,1 Month Lapsed
732470,WB,Y,N,GOLD   ,SCARBOROUGH,Canada,44,43-50,FEMALE,256.4735667,153.448,0,0,769.4207,153.448,0,0,762,329,0,0,3,1,0,0,2,52,9.553656,0,0,0,0,0,0,3 Month Lapsed
732475,WB,Y,N,GOLD   ,BRAMPTON,Canada,49,43-50,FEMALE,2198.837815,2109.938721,2340.42955,2391.948522,180304.7008,71737.9165,51489.4501,21527.5367,141410.76,21209.76,2917.76,33509.51,82,34,22,9,74,6503,7921.376064,17,258,3861.156008,8,120,1602.202936,No Lapse
732477,WB,Y,Y,SILVER ,MISSISSAUGA,Canada,55,51-58,FEMALE,242.1406412,198.4242818,152.8581963,183.8854525,15012.71976,5952.728455,1834.298355,735.54181,14945.46,5599.46,1421.46,-106.9,62,30,12,4,18,678,523.0175804,1,22,124.7438684,0,0,58.8433448,No Lapse
732480,WB,Y,N,GOLD   ,YORK,Canada,72,67-74,FEMALE,286.1247366,301.1458516,252.5076725,235.5930067,8011.492625,4818.333625,2525.076725,706.77902,5210.12,3727.12,865.12,399.65,28,16,10,3,0,0,640.91941,0,0,202.006138,0,0,56.5423216,No Lapse
732486,WB,N,N,GOLD   ,TORONTO,Canada,42,35-42,MALE  ,1164.205986,187.967372,187.967372,187.967372,2328.411972,187.967372,187.967372,187.967372,1128.26,451.26,451.26,451.26,2,1,1,1,3,57,129.2729578,2,37,-21.96261024,2,37,-21.96261024,No Lapse
732491,WB,Y,N,SILVER ,EAST YORK,Canada,50,43-50,FEMALE,178.1383459,186.8701743,185.4117602,248.7442934,14072.92932,7101.066624,4079.058724,2487.442934,18010.4,9306.4,5842.4,2855.61,79,38,22,10,17,388,737.8343459,10,185,141.3246979,5,75,123.9954347,No Lapse
732501,WB,Y,N,GOLD   ,MARKHAM,Canada,59,59-66,FEMALE,749.9062532,880.2135655,1003.75126,1045.1193,40494.93768,18484.48488,13048.76638,5225.5965,16391.05,3007.05,1993.05,2297.65,54,21,13,5,24,919,2320.595014,3,80,963.90131,2,50,368.04772,No Lapse
732512,WB,N,N,SILVER ,VANCOUVER,Canada,64,59-66,FEMALE,414.1653896,352.446851,398.916135,422.7677033,11596.63091,3524.46851,2393.49681,1268.30311,6696.42,1056.42,1011.42,-126.58,28,10,6,3,15,534,393.7304728,2,120,71.4797448,1,60,41.4642488,No Lapse
732524,WB,Y,N,GOLD   ,ETOBICOKE,Canada,50,43-50,MALE  ,475.00805,557.0137,0,0,1900.0322,557.0137,0,0,3060,672,0,0,4,1,0,0,0,0,152.002576,0,0,0,0,0,0,3 Month Lapsed
732525,WB,Y,Y,SILVER ,MISSISSAUGA,Canada,58,51-58,FEMALE,296.31405,188.9084,292.53,292.53,5333.6529,944.542,292.53,292.53,3156.72,749.72,256.72,256.72,18,5,1,1,28,592,-165.307768,1,15,8.4024,1,15,8.4024,No Lapse
732526,WB,N,Y,GOLD   ,OTTAWA,Canada,35,35-42,FEMALE,2399.49875,1691.54265,1686.5595,1686.5595,43190.9775,3383.0853,1686.5595,1686.5595,80228,11790,5950,5950,18,2,1,1,24,1200,2255.2782,0,0,134.92476,0,0,134.92476,No Lapse
732527,WB,N,N,GOLD   ,MORIN-HEIGHTS,Canada,33,27-34,MALE  ,510.5214743,557.874861,573.340922,600.333816,6636.779166,3347.249166,1720.022766,600.333816,6946.71,3093.71,2353.71,553.89,13,6,3,1,4,105,425.9423333,1,25,112.6018213,0,0,48.02670528,No Lapse
732531,WB,Y,N,GOLD   ,TORONTO,Canada,66,59-66,FEMALE,635.202,0,0,0,635.202,0,0,0,2181,0,0,0,1,0,0,0,0,0,50.81616,0,0,0,0,0,0,6 Month Lasped
732533,WB,Y,N,GOLD   ,NORTH YORK,Canada,53,51-58,MALE  ,839.6962204,1049.91687,870.6523955,453.952199,27709.97527,11549.08557,5223.914373,907.904398,7971.05,16810.05,6266.05,3589.09,33,11,6,2,23,979,1237.798022,5,237,180.9131498,2,108,-35.36764816,No Lapse
732538,WB,Y,Y,GOLD   ,BRAMPTON,Canada,52,51-58,FEMALE,990.015423,990.015423,990.015423,0,990.015423,990.015423,990.015423,0,1443.14,1443.14,1443.14,0,1,1,1,0,0,0,79.20123384,0,0,79.20123384,0,0,0,1 Month Lapsed
732539,WB,N,Y,REWARDS,MONTREAL,Canada,29,27-34,MALE  ,780.9978398,758.9495499,840.7934022,997.5683967,57793.84015,31116.93155,17656.66145,5985.41038,67030.92,37760.92,22922.92,6553.35,74,41,21,6,53,2433,2190.507212,11,619,793.5329158,4,289,189.8328304,No Lapse
732547,WB,Y,Y,GOLD   ,SCARBOROUGH,Canada,51,51-58,FEMALE,553.9191536,606.8185,0,0,15509.7363,4247.7295,0,0,16378,4028,0,0,28,7,0,0,45,1268,-27.221096,0,0,0,0,0,0,3 Month Lapsed
732551,WB,Y,N,SILVER ,THORNHILL,Canada,63,59-66,FEMALE,463.7427896,476.1000718,670.1094467,489.66866,12521.05532,8093.70122,6030.98502,979.33732,27462.4,14761.4,14365.4,2750.55,27,17,9,2,14,682,319.6844256,4,248,234.4788016,1,60,18.3469856,No Lapse
732559,WB,Y,N,GOLD   ,WOODBRIDGE,Canada,60,59-66,MALE  ,453.0705184,378.1411846,369.0006032,447.054535,15857.46815,8697.247245,5166.008445,2235.272675,19331.73,16370.73,7538.73,6578.77,35,23,14,5,11,619,649.5974516,3,234,179.2806756,1,72,106.821814,No Lapse
732565,WB,Y,N,SILVER ,BRAMPTON,Canada,55,51-58,MALE  ,289.4273,148.3416857,103.5828,103.5828,7525.1098,1038.3918,103.5828,103.5828,13091,5090,218,218,26,7,1,1,23,848,-245.991216,2,88,-79.713376,2,88,-79.713376,No Lapse
732568,WB,Y,N,GOLD   ,MARKHAM,Canada,60,59-66,FEMALE,409.5881,409.5881,409.5881,409.5881,819.1762,819.1762,819.1762,819.1762,1266.25,1266.25,1266.25,1266.25,2,2,2,2,0,0,65.534096,0,0,65.534096,0,0,65.534096,No Lapse
732576,WB,N,Y,GOLD   ,BRAMPTON,Canada,42,35-42,MALE  ,311.2358333,290.6977,290.6977,0,933.7075,290.6977,290.6977,0,2280,973,973,0,3,1,1,0,4,60,14.6966,2,30,-6.744184,0,0,0,1 Month Lapsed
732582,WB,Y,Y,GOLD   ,PICKERING,Canada,71,67-74,FEMALE,332.9620373,399.9270064,388.48139,481.77655,8657.01297,4399.19707,1165.44417,963.5531,9221.16,4202.16,1039.16,1346.98,26,11,3,2,22,440,252.5610376,4,85,8.2355336,2,30,47.084248,No Lapse
732589,WB,N,Y,GOLD   ,RICHMOND HILL,Canada,49,43-50,MALE  ,479.7374337,554.0109781,454.33305,515.089605,22067.92195,8864.17565,3180.33135,1030.17921,28142.63,14221.63,6795.63,2160.92,46,16,7,2,1,15,1750.433756,0,0,254.426508,0,0,82.4143368,No Lapse
732597,WB,Y,Y,GOLD   ,MISSISSAUGA,Canada,56,51-58,FEMALE,321.8997457,22.991,0,0,11266.4911,22.991,0,0,6113,134,0,0,35,1,0,0,3,56,845.319288,0,0,0,0,0,0,3 Month Lapsed
732616,WB,Y,Y,GOLD   ,RICHMOND HILL,Canada,65,59-66,FEMALE,411.8262238,485.8303649,0,0,34593.4028,17975.7235,0,0,28733,15152,0,0,84,37,0,0,1,46,2721.472224,0,0,0,0,0,0,3 Month Lapsed
732620,WB,Y,N,GOLD   ,AJAX,Canada,64,59-66,MALE  ,524.9682184,453.3073019,510.2255694,575.759375,17848.91943,5892.994925,4592.030125,4030.315625,18545.29,6131.29,3999.29,3266.29,34,13,9,7,15,837,590.913554,7,294,73.36241,6,264,58.42525,No Lapse
732649,WB,N,Y,REWARDS,ERIE,United States of America,51,51-58,MALE  ,550.57855,730.3785846,778.78416,478.2356,11011.571,9494.9216,7787.8416,956.4712,21054.3,17282.3,16407.3,4210.3,20,13,10,2,3,80,800.92568,1,30,593.027328,0,0,76.517696,No Lapse
732657,WB,Y,N,GOLD   ,MISSISSAUGA,Canada,63,59-66,MALE  ,270.0874,0,0,0,270.0874,0,0,0,328,0,0,0,1,0,0,0,1,30,-8.393008,0,0,0,0,0,0,6 Month Lasped
732666,WB,Y,Y,GOLD   ,NOBLETON,Canada,60,59-66,FEMALE,419.5893315,392.3803647,464.9005664,0,15524.80527,7062.846565,3254.303965,0,22126.98,12148.98,5752.98,0,37,18,7,0,15,755,486.9844212,2,88,172.3443172,0,0,0,1 Month Lapsed
732678,WB,Y,N,SILVER ,MISSISSAUGA,Canada,54,51-58,MALE  ,379.5580622,462.8608867,596.46426,0,3416.02256,1388.58266,596.46426,0,5699.91,2943.91,1182.91,0,9,3,1,0,7,220,53.2818048,0,0,47.7171408,0,0,0,1 Month Lapsed
732682,WB,N,Y,GOLD   ,MISSISSAUGA,Canada,36,35-42,MALE  ,191.8171163,215.3723757,328.6593075,328.6593075,1534.53693,1507.60663,1314.63723,1314.63723,335.28,270.28,417.28,417.28,8,7,4,4,2,35,87.7629544,1,20,85.1709784,1,20,85.1709784,No Lapse
732684,WB,Y,Y,GOLD   ,BRAMPTON,Canada,61,59-66,MALE  ,230.217557,230.217557,230.217557,0,1381.305342,1381.305342,1381.305342,0,924.62,924.62,924.62,0,6,6,6,0,0,0,110.5044274,0,0,110.5044274,0,0,0,1 Month Lapsed
732686,WB,N,N,SILVER ,BRAMPTON,Canada,47,43-50,MALE  ,307.3216,0,0,0,307.3216,0,0,0,-39,0,0,0,1,0,0,0,0,0,24.585728,0,0,0,0,0,0,6 Month Lasped
732697,WB,N,N,GOLD   ,BRAMPTON,Canada,38,35-42,MALE  ,290.4706411,172.0240594,166.7820792,247.59,4066.588975,1376.192475,1000.692475,495.18,4442.5,1620.5,479.5,60,14,8,6,2,3,120,205.327118,0,0,80.055398,0,0,39.6144,No Lapse
732703,WB,Y,N,GOLD   ,ETOBICOKE,Canada,56,51-58,FEMALE,372.85175,372.85175,372.85175,0,745.7035,745.7035,745.7035,0,-495,-495,-495,0,2,2,2,0,0,0,59.65628,0,0,59.65628,0,0,0,1 Month Lapsed
732708,WB,Y,Y,GOLD   ,ALLISTON,Canada,53,51-58,FEMALE,1158.7962,0,0,0,1158.7962,0,0,0,2080,0,0,0,1,0,0,0,0,0,92.703696,0,0,0,0,0,0,6 Month Lasped
732710,WB,N,N,GOLD   ,SCARBOROUGH,Canada,42,35-42,MALE  ,312.614,0,0,0,312.614,0,0,0,-471,0,0,0,1,0,0,0,1,40,-14.99088,0,0,0,0,0,0,6 Month Lasped
732719,WB,Y,Y,GOLD   ,ETOBICOKE,Canada,57,51-58,FEMALE,363.246,363.246,0,0,363.246,363.246,0,0,1470,1470,0,0,1,1,0,0,0,0,29.05968,0,0,0,0,0,0,3 Month Lapsed
732720,WB,Y,Y,GOLD   ,THORNHILL,Canada,50,43-50,MALE  ,1027.12982,1153.146533,1126.401751,1144.057592,70871.95761,35747.54251,18022.42801,10296.51833,75410.17,42920.17,16173.17,4102.72,69,31,16,9,39,1119,4550.756609,12,385,1056.794241,7,275,548.7214666,No Lapse
732733,WB,Y,N,SILVER ,TORONTO,Canada,69,67-74,FEMALE,278.3983,278.3983,278.3983,0,278.3983,278.3983,278.3983,0,175,175,175,0,1,1,1,0,0,0,22.271864,0,0,22.271864,0,0,0,1 Month Lapsed
732738,WB,Y,Y,GOLD   ,OSHAWA,Canada,58,51-58,FEMALE,262.8410756,262.8410756,262.8410756,262.8410756,1839.887529,1839.887529,1839.887529,1839.887529,2827.54,2827.54,2827.54,2827.54,7,7,7,7,7,175,-27.80899768,7,175,-27.80899768,7,175,-27.80899768,No Lapse
732739,WB,Y,N,GOLD   ,THORNHILL,Canada,60,59-66,MALE  ,1282.618735,1603.113888,0,0,21804.5185,12824.9111,0,0,-3350,-14272,0,0,17,8,0,0,1,10,1734.36148,0,0,0,0,0,0,3 Month Lapsed
732744,WB,Y,N,SILVER ,TORONTO,Canada,79,75+,MALE  ,239.0091638,239.0091638,287.7504415,151.05623,2868.109966,2868.109966,1151.001766,151.05623,3657.29,3657.29,1621.29,187.66,12,12,4,1,8,196,33.44879728,3,60,32.08014128,0,0,12.0844984,No Lapse
732746,WB,Y,N,SILVER ,MISSISSAUGA,Canada,60,59-66,FEMALE,289.951863,303.2311844,278.696115,323.89053,5799.03726,2729.08066,1114.78446,647.78106,4081.45,7168.45,3316.45,1126.45,20,9,4,2,0,0,463.9229808,0,0,89.1827568,0,0,51.8224848,No Lapse
732750,WB,N,Y,GOLD   ,MISSISSAUGA,Canada,29,27-34,MALE  ,312.78425,331.2756,0,0,1251.137,331.2756,0,0,2691,1178,0,0,4,1,0,0,0,0,100.09096,0,0,0,0,0,0,3 Month Lapsed
732758,WB,Y,N,GOLD   ,MISSISSAUGA,Canada,68,67-74,FEMALE,599.9607247,654.3037457,527.6961629,853.12085,17998.82174,9160.25244,3693.87314,853.12085,16489,9957,2949,875.55,30,14,7,1,9,833,606.9057392,2,278,17.5098512,1,30,38.249668,No Lapse
